16
-2.351562, -7.152344, -4.496094, -5.160156, 3.261719, -11.406250, -1.457031, -7.300781, -2.914062, -8.410156, 2.179688, -5.828125, -1.656250, -10.585938, 3.527344, 0.593750
-1.058594, 0.164062, -9.218750, -2.007812, 0.300781, 0.332031, -8.117188, 3.277344, -2.933594, -2.671875, -0.933594, -8.980469, 2.957031, -6.164062, -6.972656, -7.429688
-59.156250, 16.738281, 3.156250, 7.242188, 3.386719, 10.992188, -21.867188, 17.308594, 51.343750, -36.656250, -7.027344, -11.753906, -10.214844, 0.535156, -1.753906, 0.062500
-49.457031, -4.250000, 2.800781, 22.699219, 44.367188, 3.300781, -20.339844, 3.281250, -2.496094, 4.550781, -8.531250, 17.460938, 4.648438, -15.789062, -2.937500, -16.285156
3.277344, -5.621094, 0.949219, -3.867188, -11.628906, -1.187500, -6.078125, -3.953125, -2.992188, -11.781250, 0.515625, 1.074219, -0.390625, -5.652344, -7.835938, -9.109375
-2.800781, -7.746094, 3.050781, -1.105469, 1.187500, -5.218750, -6.621094, 1.292969, 0.207031, -3.496094, 1.718750, -0.367188, 2.703125, -9.597656, 0.789062, -1.718750
-64.281250, -0.257812, 9.960938, 10.960938, -23.445312, -1.644531, 18.218750, 16.718750, 15.914062, -0.707031, 35.847656, -2.121094, 24.875000, 21.609375, -14.816406, 5.566406
-27.722656, 0.277344, -18.390625, -30.687500, 10.746094, -9.019531, 5.832031, -1.738281, 28.191406, 25.437500, -25.339844, -13.269531, -6.027344, 16.210938, 11.953125, -11.304688
-2.093750, 1.937500, 2.761719, -0.464844, -1.398438, -8.781250, 3.964844, 0.625000, -9.179688, -8.074219, -11.171875, -9.152344, 0.351562, 0.417969, -2.687500, -7.875000
-11.230469, -1.312500, -7.917969, -10.105469, -11.699219, -6.039062, 2.906250, -3.980469, -11.007812, 1.644531, -11.050781, 0.890625, -8.023438, -6.238281, -8.117188, 3.679688
-50.820312, 12.761719, -18.125000, -6.050781, -7.617188, -1.449219, 2.894531, -16.425781, 11.914062, 24.367188, -29.847656, 37.289062, -2.757812, -22.054688, 4.164062, 28.218750
-87.601562, -25.175781, 22.488281, -16.105469, -20.148438, -7.824219, -27.324219, 0.332031, -44.679688, -12.046875, -8.148438, -5.796875, -15.414062, 51.140625, 2.914062, 13.664062
-3.957031, -6.980469, -3.578125, 3.992188, -3.375000, -0.906250, -9.792969, -1.089844, -9.500000, 3.757812, -0.886719, -6.253906, -9.738281, -1.527344, -5.332031, 0.785156
-5.121094, -5.406250, -4.621094, -2.796875, -7.882812, -1.011719, -1.687500, 1.714844, -4.441406, -7.773438, -2.941406, -4.828125, -7.667969, -4.218750, 2.312500, 1.695312
-54.382812, 3.808594, -21.128906, -11.609375, -21.175781, 20.585938, -6.406250, 21.296875, -37.937500, 1.312500, 4.062500, 12.582031, 7.214844, -4.410156, 22.089844, 0.746094
-54.675781, -3.851562, -0.550781, 26.929688, -15.085938, 0.117188, 16.406250, -4.683594, -9.425781, 3.152344, -8.796875, -8.738281, -21.265625, -27.605469, 16.886719, 9.210938
-11.136719, -11.042969, 1.878906, -3.695312, -8.378906, -5.601562, -6.199219, -8.058594, -11.000000, 2.464844, -6.414062, -1.800781, -4.976562, 0.363281, -1.375000, -7.843750
-1.304688, -11.292969, -1.703125, -8.136719, 0.531250, -9.261719, -5.878906, -10.621094, 3.554688, -10.410156, -6.945312, -1.617188, -7.160156, -7.722656, -3.656250, -3.445312
-82.816406, -2.343750, -17.902344, -28.191406, -38.250000, 0.636719, -0.238281, -0.492188, -12.386719, 40.261719, 2.109375, -1.750000, -8.515625, -8.351562, -19.101562, -0.894531
-85.070312, 17.800781, -5.542969, 0.722656, 6.222656, -1.613281, 13.304688, 8.089844, 39.945312, -15.070312, 17.218750, -32.710938, 21.386719, -6.960938, 10.527344, -9.164062
3.351562, -0.046875, -7.730469, 3.605469, 3.175781, -10.839844, -3.554688, -7.609375, 3.019531, 0.929688, 1.031250, 3.027344, -0.695312, -10.035156, 1.554688, -1.066406
-4.367188, -0.617188, -2.476562, -5.234375, -0.789062, -6.992188, -7.929688, 1.898438, -0.472656, -9.675781, -11.183594, -0.675781, -1.683594, -6.605469, -4.296875, -2.500000
-21.882812, 8.484375, 5.597656, 20.812500, 0.171875, 13.710938, -0.656250, -11.832031, 22.187500, -4.027344, -0.687500, -9.605469, 34.929688, -13.277344, 11.300781, -1.640625
-63.601562, 16.574219, -17.789062, 13.566406, 36.523438, -25.070312, -39.367188, -0.726562, -2.796875, 4.953125, 22.449219, -11.453125, 0.625000, -27.535156, 25.230469, -1.492188
-8.289062, -0.906250, -3.402344, -10.164062, -5.207031, -11.367188, 3.542969, 1.867188, -1.328125, -10.183594, 3.816406, -3.261719, -3.066406, -8.093750, 3.710938, -3.207031
-9.207031, -4.070312, -7.082031, -4.906250, -11.691406, 0.484375, -3.785156, -5.246094, -9.355469, 2.199219, 3.226562, -0.988281, -10.871094, -5.308594, -10.453125, 1.843750
