32
-2.351562, -7.152344, -4.496094, -5.160156, 3.261719, -11.406250, -1.457031, -7.300781, -2.914062, -8.410156, 2.179688, -5.828125, -1.656250, -10.585938, 3.527344, 0.593750, 3.277344, -5.621094, 0.949219, -3.867188, -11.628906, -1.187500, -6.078125, -3.953125, -2.992188, -11.781250, 0.515625, 1.074219, -0.390625, -5.652344, -7.835938, -9.109375
-1.058594, 0.164062, -9.218750, -2.007812, 0.300781, 0.332031, -8.117188, 3.277344, -2.933594, -2.671875, -0.933594, -8.980469, 2.957031, -6.164062, -6.972656, -7.429688, -2.800781, -7.746094, 3.050781, -1.105469, 1.187500, -5.218750, -6.621094, 1.292969, 0.207031, -3.496094, 1.718750, -0.367188, 2.703125, -9.597656, 0.789062, -1.718750
-123.437500, -32.867188, 16.484375, -42.847656, 13.117188, -36.679688, 18.207031, 9.687500, -20.058594, 26.289062, 9.359375, 34.746094, -3.648438, -8.128906, 34.031250, 19.660156, 67.257812, -14.605469, -37.363281, -38.148438, 28.824219, -18.355469, -13.875000, 14.863281, 14.660156, 29.980469, 22.144531, -11.203125, -16.566406, -15.835938, 5.636719, -6.710938
-77.179688, 13.320312, -3.972656, -10.304688, -15.589844, 4.996094, -7.984375, 18.312500, 55.113281, -16.355469, -5.710938, -39.105469, -14.507812, 19.664062, 1.546875, 13.234375, 25.695312, -54.550781, 29.992188, -15.417969, -33.867188, 18.656250, 4.191406, -5.746094, -1.378906, 22.460938, 0.425781, 36.781250, 9.019531, 5.074219, -27.582031, 16.761719
-2.093750, 1.937500, 2.761719, -0.464844, -1.398438, -8.781250, 3.964844, 0.625000, -9.179688, -8.074219, -11.171875, -9.152344, 0.351562, 0.417969, -2.687500, -7.875000, -3.957031, -6.980469, -3.578125, 3.992188, -3.375000, -0.906250, -9.792969, -1.089844, -9.500000, 3.757812, -0.886719, -6.253906, -9.738281, -1.527344, -5.332031, 0.785156
-11.230469, -1.312500, -7.917969, -10.105469, -11.699219, -6.039062, 2.906250, -3.980469, -11.007812, 1.644531, -11.050781, 0.890625, -8.023438, -6.238281, -8.117188, 3.679688, -5.121094, -5.406250, -4.621094, -2.796875, -7.882812, -1.011719, -1.687500, 1.714844, -4.441406, -7.773438, -2.941406, -4.828125, -7.667969, -4.218750, 2.312500, 1.695312
-105.203125, 2.750000, 16.574219, -16.515625, -39.253906, 44.402344, -17.648438, -12.554688, -28.792969, 6.300781, 19.144531, 21.664062, -3.511719, -27.488281, 4.871094, 15.218750, -26.023438, -21.308594, 25.679688, -25.472656, -25.781250, -17.492188, 49.871094, -18.496094, 4.457031, -41.320312, -26.460938, 65.167969, 26.257812, 16.484375, 28.968750, 38.378906
113.722656, -3.644531, -29.019531, -10.101562, 21.937500, -6.394531, 10.832031, -6.910156, -35.234375, -29.789062, -7.707031, 7.750000, -10.914062, -23.183594, -4.347656, 49.910156, -54.105469, -21.554688, -8.890625, -45.636719, -16.941406, 19.578125, -14.539062, -28.742188, -36.679688, -14.667969, 23.539062, 0.472656, 19.800781, 28.171875, 22.882812, -13.101562
-11.136719, -11.042969, 1.878906, -3.695312, -8.378906, -5.601562, -6.199219, -8.058594, -11.000000, 2.464844, -6.414062, -1.800781, -4.976562, 0.363281, -1.375000, -7.843750, 3.351562, -0.046875, -7.730469, 3.605469, 3.175781, -10.839844, -3.554688, -7.609375, 3.019531, 0.929688, 1.031250, 3.027344, -0.695312, -10.035156, 1.554688, -1.066406
-1.304688, -11.292969, -1.703125, -8.136719, 0.531250, -9.261719, -5.878906, -10.621094, 3.554688, -10.410156, -6.945312, -1.617188, -7.160156, -7.722656, -3.656250, -3.445312, -4.367188, -0.617188, -2.476562, -5.234375, -0.789062, -6.992188, -7.929688, 1.898438, -0.472656, -9.675781, -11.183594, -0.675781, -1.683594, -6.605469, -4.296875, -2.500000
-104.699219, -32.585938, 6.152344, -25.886719, -12.300781, -3.179688, -7.378906, -15.710938, -38.078125, -64.925781, 14.351562, -45.613281, -0.890625, 7.906250, -12.320312, -20.195312, 9.800781, 35.097656, 36.234375, -8.242188, 1.421875, -4.519531, -11.351562, -39.894531, 26.414062, -11.773438, -21.628906, 14.476562, -7.800781, -9.753906, -2.527344, -7.105469
107.328125, 25.449219, 34.375000, -4.757812, -23.328125, -10.792969, 14.292969, 19.699219, 42.746094, 37.425781, -26.679688, 31.085938, -26.058594, 20.765625, 7.359375, -10.414062, 37.148438, 52.859375, -10.113281, -20.332031, 39.667969, -11.312500, -44.164062, -39.414062, 22.011719, 16.578125, -34.488281, -24.277344, 35.757812, 5.636719, -10.644531, -39.292969
-8.289062, -0.906250, -3.402344, -10.164062, -5.207031, -11.367188, 3.542969, 1.867188, -1.328125, -10.183594, 3.816406, -3.261719, -3.066406, -8.093750, 3.710938, -3.207031, 0.179688, -10.058594, -1.457031, 2.277344, -2.882812, -7.894531, -6.695312, -8.558594, -3.503906, 0.839844, 3.824219, 1.953125, -5.062500, 3.574219, -1.097656, -4.335938
-9.207031, -4.070312, -7.082031, -4.906250, -11.691406, 0.484375, -3.785156, -5.246094, -9.355469, 2.199219, 3.226562, -0.988281, -10.871094, -5.308594, -10.453125, 1.843750, -11.503906, -1.300781, -1.574219, -2.187500, 0.281250, 2.175781, -0.316406, 0.441406, -6.628906, 1.945312, 1.617188, 3.765625, -10.394531, -6.414062, -3.886719, -11.496094
-94.437500, -28.894531, 2.730469, -33.296875, 29.507812, 37.476562, -25.234375, -12.402344, -22.917969, 12.398438, 16.109375, -0.593750, 2.464844, 13.441406, -14.019531, -17.863281, 40.601562, -34.554688, -3.718750, -34.761719, 6.300781, -32.941406, 3.871094, 4.335938, -39.886719, -41.183594, 11.175781, 22.667969, -25.171875, -15.351562, -17.164062, 25.929688
-120.687500, -18.589844, -11.199219, 26.019531, -14.988281, -17.437500, 34.496094, -31.554688, -26.457031, -29.035156, -25.300781, 3.937500, -5.089844, 43.386719, 8.230469, 43.351562, -62.562500, -20.046875, -6.078125, 12.421875, 0.304688, 25.800781, 15.515625, 4.574219, -67.777344, 36.546875, 23.500000, 8.933594, 3.687500, -19.703125, -77.007812, -31.949219
-11.429688, 1.445312, -10.898438, 0.843750, -10.781250, -9.917969, -0.750000, 2.203125, -11.097656, -5.769531, 2.839844, -2.199219, -6.910156, -5.027344, -0.597656, -1.015625, -5.804688, -5.000000, -11.781250, -7.941406, -6.109375, -7.558594, 0.015625, -9.792969, -1.406250, -5.214844, 0.781250, -9.148438, -10.859375, -9.902344, 2.613281, -1.355469
