8
-32.000000, -15.164062, 64.714844, 26.707031, 36.191406, -3.976562, -25.980469, 54.894531, 
65.656250, 58.945312, -83.148438, 12.167969, -72.488281, -37.214844, -113.152344, 9.996094, 
105.386719, 43.355469, -34.976562, -40.691406, -19.535156, -119.734375, -34.109375, 100.296875, 
96.761719, -114.261719, 34.210938, -65.777344, 8.972656, -46.843750, 88.726562, 11.453125, 
54.949219, 87.640625, 17.085938, 34.484375, 74.363281, -27.578125, -25.160156, 35.800781, 
47.265625, 4.304688, -103.402344, 60.335938, 18.550781, -36.113281, -43.296875, 55.281250, 
-4.414062, 35.023438, -10.039062, -9.554688, -9.109375, 61.933594, 28.812500, 90.933594, 
2.925781, -69.062500, -33.261719, -34.578125, 91.308594, 41.996094, -53.707031, -79.503906, 
53.906250, -31.015625, 17.074219, -23.445312, 21.437500, 55.906250, 43.386719, 87.093750, 
57.093750, 65.070312, -60.402344, 73.332031, 46.187500, 43.070312, -105.820312, -116.976562, 
-31.656250, 63.691406, -89.332031, -60.539062, 47.265625, 92.078125, 119.097656, 34.636719, 
1.554688, -123.171875, 52.261719, 62.203125, -127.437500, -58.394531, -25.253906, -93.019531, 
76.308594, 35.445312, -20.230469, 51.699219, 21.246094, 57.750000, 84.519531, 65.558594, 
50.347656, 102.960938, -126.578125, -98.160156, 119.535156, -98.968750, 100.601562, -75.425781, 
116.296875, 23.605469, -45.156250, -22.093750, -48.609375, -111.843750, 111.687500, 74.574219, 
-25.687500, 38.972656, -36.078125, -126.214844, 57.500000, 32.148438, -84.203125, 34.335938, 
1.593750, -25.925781, 62.214844, 10.011719, 48.976562, 64.820312, 94.851562, 14.761719, 
15.285156, 81.203125, -17.613281, -107.742188, 76.953125, 15.054688, 80.140625, 106.898438, 
15.304688, 126.070312, -9.394531, 6.183594, -112.031250, 95.652344, 52.402344, 94.554688, 
-5.820312, 56.011719, 15.589844, 30.683594, 59.351562, -114.078125, 43.832031, 36.703125, 
-0.382812, 93.765625, 60.500000, 64.425781, 51.390625, -22.699219, 48.847656, 81.242188, 
-7.625000, 53.191406, 34.820312, -9.214844, -10.070312, -58.617188, 104.050781, 21.296875, 
121.089844, 105.707031, -75.847656, -94.300781, -56.378906, -91.718750, -40.832031, -126.789062, 
127.832031, 95.960938, -81.964844, 24.015625, 114.519531, -114.378906, 24.832031, 4.175781, 
2.906250, 23.859375, 66.109375, 29.148438, -1.566406, 3.187500, 13.984375, -10.687500, 
41.011719, 84.210938, -127.773438, 80.507812, 100.519531, 37.722656, 101.082031, 27.636719, 
126.941406, 88.316406, -64.964844, 61.125000, 35.925781, -25.085938, -92.542969, -106.472656, 
88.917969, 97.070312, -96.363281, -45.652344, -115.238281, -64.339844, -79.191406, 30.882812, 
30.273438, 82.898438, 84.375000, -24.250000, 83.792969, 32.578125, 34.082031, 8.835938, 
51.613281, 102.707031, -17.644531, -109.593750, -83.832031, 52.792969, -37.101562, 18.285156, 
76.585938, -30.218750, -13.582031, -6.074219, -123.539062, -37.910156, 4.800781, 116.117188, 
-22.773438, -57.328125, -108.363281, -27.152344, 104.843750, -28.371094, -102.582031, -113.375000, 
94.289062, 31.226562, 2.066406, -20.386719, 89.312500, -22.562500, 32.089844, 17.167969, 
73.914062, -95.226562, 5.945312, 34.691406, 86.769531, -99.914062, 43.542969, -110.101562, 
-32.796875, -43.351562, 29.714844, 83.675781, -43.687500, -21.894531, 13.175781, 1.468750, 
-60.378906, 87.628906, 99.312500, 44.699219, -31.277344, -53.296875, 123.078125, 125.539062, 
3.464844, 84.964844, 35.804688, 27.445312, 88.445312, -25.589844, 65.472656, 66.585938, 
106.609375, -7.695312, -60.773438, -10.035156, 7.968750, 38.910156, 76.632812, 16.023438, 
90.593750, 88.074219, 15.859375, 76.207031, 39.781250, -20.851562, -34.593750, 28.640625, 
-88.359375, 63.289062, -122.625000, -41.992188, 93.234375, -62.675781, 64.062500, -76.066406, 
73.957031, -15.957031, -29.972656, 56.121094, 79.132812, 48.578125, 62.234375, 60.851562, 
-21.171875, -7.003906, -12.070312, 77.648438, -71.164062, -31.046875, -101.148438, 76.894531, 
78.945312, 59.148438, -71.765625, -34.441406, 35.757812, 108.652344, 57.421875, 101.929688, 
-89.062500, -48.363281, 105.234375, -9.710938, -66.046875, 76.757812, -63.468750, -74.722656, 
95.929688, 81.734375, -2.152344, 7.207031, 12.929688, 33.695312, 43.660156, 76.285156, 
60.359375, -68.019531, 84.425781, -114.234375, 17.320312, -12.113281, -99.871094, 31.683594, 
93.289062, -48.593750, 69.769531, 110.199219, -48.554688, 71.183594, 64.933594, -56.796875, 
-100.449219, -88.632812, 61.187500, -126.542969, -31.082031, 10.332031, 125.062500, 120.992188, 
20.746094, 75.710938, 2.468750, 21.167969, 36.773438, 27.890625, 4.761719, -9.175781, 
16.050781, -97.117188, -2.972656, -89.402344, 96.429688, -72.617188, 96.000000, 113.207031, 
-75.656250, -82.218750, 112.750000, 91.011719, -50.843750, 108.214844, -12.171875, 74.875000, 
59.578125, 67.578125, -72.156250, -82.867188, 95.437500, 32.246094, 111.062500, -82.480469, 
-12.324219, 41.167969, 70.707031, -27.769531, 36.406250, 31.804688, 90.285156, 63.781250, 
24.632812, -3.878906, 59.101562, 26.992188, -37.785156, 50.316406, 66.914062, 13.718750, 
38.058594, -14.128906, 124.816406, 39.796875, 76.089844, -98.960938, 113.363281, -121.636719, 
-55.988281, 92.402344, 79.871094, -32.351562, 25.714844, 71.585938, -102.207031, 118.027344, 
