2, 128
-14.625000, -27.445312, 16.234375, -1.691406, 1.378906, -30.718750, -30.632812, -24.175781
20.355469, -35.960938, 26.789062, -1.859375, 46.855469, -40.429688, -6.148438, -31.496094
4.945312, -37.597656, -28.125000, -126.093750, -35.386719, 95.546875, 45.273438, 85.253906
40.437500, 119.093750, -16.398438, -67.425781, 17.515625, 53.531250, 63.355469, -71.347656
23.820312, 45.660156, -24.300781, -98.359375, -9.992188, -49.945312, 57.628906, -114.738281
-62.804688, 76.699219, -50.714844, 58.734375, -107.585938, -115.843750, -18.027344, 13.238281
2.679688, -46.195312, 35.312500, 11.933594, 39.019531, -37.757812, -33.664062, -54.636719
-35.753906, 105.199219, -56.925781, 96.109375, -83.074219, -49.507812, 11.562500, 3.902344
-54.960938, -111.753906, -43.488281, -36.914062, -101.886719, 111.722656, -8.039062, -79.234375
28.640625, 74.222656, -25.984375, -45.949219, -1.730469, 30.988281, 59.007812, 117.453125
-57.523438, 37.332031, -2.843750, -78.878906, -68.062500, -40.964844, -46.988281, 115.625000
-5.484375, 71.941406, 2.554688, -4.421875, -3.375000, 67.285156, -7.597656, 76.593750
-6.851562, -109.964844, -44.761719, 104.535156, -41.230469, -1.468750, 27.523438, 37.535156
-27.402344, -61.410156, 42.710938, 24.625000, 17.542969, -41.054688, -72.351562, -81.769531
25.039062, -90.542969, 9.953125, -111.656250, 24.046875, 53.261719, 26.027344, 21.648438
23.187500, 101.687500, -21.613281, -15.117188, 0.179688, 88.738281, 46.191406, 114.632812
-56.644531, 89.523438, 62.320312, 46.535156, 9.976562, -126.210938, -123.269531, 49.253906
5.425781, 35.511719, -63.789062, 79.417969, -50.359375, 120.847656, 61.207031, -49.828125
45.589844, -71.742188, -60.246094, -20.382812, -16.414062, -86.164062, 107.589844, -57.324219
-15.675781, -109.652344, -1.328125, -23.804688, -19.324219, 122.765625, -12.031250, -86.074219
9.750000, 9.113281, 30.585938, 51.093750, 45.203125, 57.019531, -25.707031, -38.796875
22.953125, 91.519531, 4.640625, 99.710938, 37.312500, -65.613281, 8.589844, -7.351562
-59.445312, 35.285156, -48.320312, 78.308594, -99.929688, 118.003906, -18.964844, -47.437500
60.585938, -21.074219, -39.902344, 107.859375, 31.371094, 90.257812, 89.796875, 123.589844
-19.031250, 3.226562, 14.605469, -85.750000, -12.859375, -83.617188, -25.207031, 90.066406
13.773438, 54.417969, -47.882812, -110.957031, -44.761719, -51.429688, 72.304688, -95.738281
6.765625, 47.792969, 58.113281, -100.929688, 54.792969, -58.417969, -41.265625, -102.000000
-18.316406, -72.273438, 43.273438, -21.882812, 22.648438, -98.296875, -59.285156, -46.253906
60.703125, 76.941406, -30.847656, 96.527344, 39.402344, -79.898438, 82.000000, -22.222656
-31.804688, 14.421875, -9.687500, -92.683594, -50.507812, -76.957031, -13.105469, 105.796875
40.066406, -10.953125, 50.929688, -37.445312, 87.136719, -53.226562, -7.007812, 31.316406
-32.695312, -102.066406, 33.355469, -23.683594, -1.785156, 127.082031, -63.609375, -75.218750
24.941406, 14.125000, -6.164062, 66.843750, 25.328125, 81.308594, 24.550781, -53.062500
-30.257812, 78.921875, 21.183594, 55.609375, -3.726562, -123.757812, -56.792969, 25.597656
-49.082031, -51.191406, -37.179688, -15.960938, -87.675781, -63.460938, -10.492188, -38.925781
-49.453125, -19.367188, 6.011719, 69.492188, -36.679688, 49.265625, -62.230469, -88.003906
-63.222656, 53.457031, -41.476562, 83.074219, -96.425781, -115.746094, -30.023438, -33.343750
12.714844, -49.703125, -8.718750, -58.722656, -1.707031, -107.347656, 27.132812, 7.937500
-53.441406, -108.976562, 23.988281, 50.679688, -24.597656, -60.839844, -82.289062, 98.882812
-15.960938, 40.988281, 43.031250, -46.968750, 22.312500, -10.000000, -54.238281, 91.972656
-48.175781, 89.468750, 60.585938, -100.253906, 2.382812, -16.312500, -98.738281, -60.753906
-60.207031, 22.851562, -53.714844, 2.507812, -113.468750, 30.593750, -6.949219, 15.105469
-0.738281, 104.429688, 34.484375, -19.445312, 31.710938, 81.691406, -33.191406, 127.164062
55.554688, 79.496094, -31.980469, 22.519531, 25.894531, 105.046875, 85.210938, 53.941406
-17.964844, 68.535156, 34.445312, 84.332031, 24.578125, -106.828125, -60.511719, -12.105469
-0.007812, -118.707031, 31.902344, 122.097656, 43.691406, -0.203125, -43.710938, 18.785156
22.000000, -17.152344, 23.250000, -44.980469, 40.765625, -64.230469, 3.230469, 29.921875
32.863281, -39.636719, -59.347656, -78.296875, -33.902344, -111.835938, 99.625000, 32.558594
-34.488281, 97.160156, -35.628906, -103.765625, -80.113281, -2.722656, 11.132812, -58.960938
8.011719, 88.042969, 19.535156, 29.460938, 30.343750, 115.480469, -14.324219, 60.601562
14.925781, 23.171875, -16.453125, 48.535156, 3.273438, 73.121094, 26.574219, -26.781250
-35.226562, 73.109375, -34.089844, -101.625000, -79.109375, -24.792969, 8.652344, -84.992188
19.582031, -29.683594, -42.761719, 29.062500, -20.175781, 3.437500, 59.335938, -62.808594
31.242188, -49.320312, -43.554688, -15.289062, -13.636719, -60.296875, 76.117188, -38.347656
-57.902344, 5.566406, 20.734375, 52.066406, -32.167969, 55.402344, -83.640625, -44.273438
-48.007812, 49.902344, 57.488281, -4.757812, 8.789062, 39.546875, -104.808594, 60.253906
-2.027344, -95.890625, 15.492188, 108.402344, 23.988281, 10.574219, -28.046875, 53.640625
52.992188, -58.687500, -61.703125, 1.546875, -8.320312, -51.121094, 114.300781, -66.257812
11.972656, 77.855469, 28.398438, 74.179688, 47.503906, -107.031250, -23.562500, 6.738281
-0.441406, -0.250000, -57.128906, 117.203125, -45.902344, 122.074219, 45.015625, -122.578125
